id,id_mapper,chapter,kapitelbezeichnung,bezeichnung,finaler_beschluss,snomed_code,descriptor,equi_final,finales_konzept,equ_jens,equ_mareike,agreement,map,kapitel
232,605,04-13,04 Wundstatus,Wundschmerz VW (letzte 7 Tage),VAS (visuelle Analogskala),298012000,Wound pain (finding),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,4
232,9f6,04-13,04 Wundstatus,Wundschmerz VW (letzte 7 Tage),VAS (visuelle Analogskala),18949003,Change of dressing (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,4
233,83f,04-14,04 Wundstatus,Wundschmerz Ruhe (letzte 7 Tage),VAS (visuelle Analogskala),298012000,Wound pain (finding),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,4
233,605,04-14,04 Wundstatus,Wundschmerz Ruhe (letzte 7 Tage),VAS (visuelle Analogskala),298012000,Wound pain (finding),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,4
233,9f6,04-14,04 Wundstatus,Wundschmerz Ruhe (letzte 7 Tage),VAS (visuelle Analogskala),52598005,Rest pain (finding),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,4
234,83f,04-14,04 Wundstatus,Wundschmerz,Wundschmerz,298012000,Wound pain (finding),No map is possible,,No map is possible,"Equivalence of meaning; lexical, as well as conceptual",FALSE,1,4
234,9f6,04-14,04 Wundstatus,Wundschmerz,Wundschmerz,443394008,Visual analog scale pain score (observable entity),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,4
234,605,04-14,04 Wundstatus,Wundschmerz,Wundschmerz,225908003,Pain score (observable entity),Source concept is broader and has a less specific meaning than the target concept,,Source concept is broader and has a less specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,4
236,605,05-01,05 Diagnostik,Gehstreckenverminderung,1 „ja“,248244005,Walking distance reduced (finding),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
236,83f,05-01,05 Diagnostik,Gehstreckenverminderung,1 „ja“,248244005,Walking distance reduced (finding),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
236,9f6,05-01,05 Diagnostik,Gehstreckenverminderung,1 „ja“,248244005,Walking distance reduced (finding),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
237,9f6,05-01,05 Diagnostik,Gehstreckenverminderung,Gehstreckenverminderung,248244005,Walking distance reduced (finding),No map is possible,,No map is possible,"Equivalence of meaning; lexical, as well as conceptual",FALSE,1,5
237,83f,05-01,05 Diagnostik,Gehstreckenverminderung,Gehstreckenverminderung,165263003,Walking distance (observable entity),Source concept is narrower and has a more specific meaning than the target concept,1,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,5
237,605,05-01,05 Diagnostik,Gehstreckenverminderung,Gehstreckenverminderung,165263003,Walking distance (observable entity),Source concept is narrower and has a more specific meaning than the target concept,,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,5
238,83f,05-02,05 Diagnostik,ABPI,Index,446841001,Ankle brachial pressure index (observable entity),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
238,605,05-02,05 Diagnostik,ABPI,Index,401221002,Ankle brachial pressure index (procedure),No map is possible,,Source concept is narrower and has a more specific meaning than the target concept,No map is possible,FALSE,1,5
238,9f6,05-02,05 Diagnostik,ABPI,Index,446841001,Ankle brachial pressure index (observable entity),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
239,605,05-02-01,05 Diagnostik,ABPI,Verschlussdruck,444276005,Arterial closing pressure (observable entity),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
239,83f,05-02-01,05 Diagnostik,ABPI,Verschlussdruck,444276005,Arterial closing pressure (observable entity),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
239,9f6,05-02-01,05 Diagnostik,ABPI,Verschlussdruck,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
241,605,05-03,05 Diagnostik,Duplexsonographie,1 „ja“,8306009,Diagnostic Doppler ultrasonography (procedure),No map is possible,2,"Equivalence of meaning; lexical, as well as conceptual",No map is possible,FALSE,1,5
241,83f,05-03,05 Diagnostik,Duplexsonographie,1 „ja“,8306009,Diagnostic Doppler ultrasonography (procedure),No map is possible,,"Equivalence of meaning; lexical, as well as conceptual",No map is possible,FALSE,1,5
241,9f6,05-03,05 Diagnostik,Duplexsonographie,1 „ja“,313196005,Duplex scan performed (situation),No map is possible,,No map is possible,"Equivalence of meaning; lexical, as well as conceptual",FALSE,1,5
242,83f,05-03,05 Diagnostik,Duplexsonographie,Resultat Refluxdiagnostik,252083003,Venous reflux flow (observable entity),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,5
242,9f6,05-03,05 Diagnostik,Duplexsonographie,Resultat Refluxdiagnostik,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
242,605,05-03,05 Diagnostik,Duplexsonographie,Resultat Refluxdiagnostik,252083003,Venous reflux flow (observable entity),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,5
244,9f6,05-04,05 Diagnostik,Wundabstrich,1 „ja“,258531008,Wound swab (specimen),No map is possible,,No map is possible,No map is possible,TRUE,1,5
244,605,05-04,05 Diagnostik,Wundabstrich,1 „ja“,225997002,Taking wound swab (procedure),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,5
244,83f,05-04,05 Diagnostik,Wundabstrich,1 „ja“,258531008,Wound swab (specimen),No map is possible,,No map is possible,No map is possible,TRUE,1,5
246,605,05-05,05 Diagnostik,Probeexzision,1 „ja“,373826004,Surgical excision sample (specimen),No map is possible,2,Source concept is broader and has a less specific meaning than the target concept,No map is possible,FALSE,1,5
246,83f,05-05,05 Diagnostik,Probeexzision,1 „ja“,258415003,Biopsy sample (specimen),No map is possible,,No map is possible,No map is possible,TRUE,1,5
246,9f6,05-05,05 Diagnostik,Probeexzision,1 „ja“,86273004,Biopsy (procedure),No map is possible,,No map is possible,"Equivalence of meaning, but with synonymy.",FALSE,1,5
248,83f,05-06,05 Diagnostik,Wundbezogene Labordiagnostik,1 „ja“,15220000,Laboratory test (procedure),"Equivalence of meaning, but with synonymy.",1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,5
248,605,05-06,05 Diagnostik,Wundbezogene Labordiagnostik,1 „ja“,15220000,Laboratory test (procedure),"Equivalence of meaning, but with synonymy.",,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,5
248,9f6,05-06,05 Diagnostik,Wundbezogene Labordiagnostik,1 „ja“,108252007,Laboratory procedure (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,5
249,83f,05-07,05 Diagnostik,Laborparameter,1 „Leukozyten“,24827003,White blood cell abnormality (morphologic abnormality),No map is possible,2,No map is possible,No map is possible,TRUE,1,5
249,605,05-07,05 Diagnostik,Laborparameter,1 „Leukozyten“,252305002,White blood cell test (procedure),No map is possible,,"Equivalence of meaning, but with synonymy.",No map is possible,FALSE,1,5
249,9f6,05-07,05 Diagnostik,Laborparameter,1 „Leukozyten“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
250,83f,05-07,05 Diagnostik,Laborparameter,2 „CRP“,61425002,C reactive protein (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
250,9f6,05-07,05 Diagnostik,Laborparameter,2 „CRP“,55235003,C-reactive protein measurement (procedure),No map is possible,,"Equivalence of meaning, but with synonymy.",No map is possible,FALSE,1,5
250,605,05-07,05 Diagnostik,Laborparameter,2 „CRP“,61425002,C reactive protein (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
251,605,05-07,05 Diagnostik,Laborparameter,3 „Hämoglobin“,38082009,Hemoglobin (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
251,9f6,05-07,05 Diagnostik,Laborparameter,3 „Hämoglobin“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
251,83f,05-07,05 Diagnostik,Laborparameter,3 „Hämoglobin“,38082009,Hemoglobin (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,5
252,83f,05-08,05 Diagnostik,Infektionsrisikoassessment,WAR,370782005,Assessment of susceptibility for infection (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,5
252,605,05-08,05 Diagnostik,Infektionsrisikoassessment,WAR,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
252,9f6,05-08,05 Diagnostik,Infektionsrisikoassessment,WAR,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
253,83f,05-08,05 Diagnostik,Infektionsrisikoassessment,WIRE,370782005,Assessment of susceptibility for infection (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,5
253,9f6,05-08,05 Diagnostik,Infektionsrisikoassessment,WIRE,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
253,605,05-08,05 Diagnostik,Infektionsrisikoassessment,WIRE,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,5
254,83f,06-01,06 Therapie,Lokaltherapie,1 „Débridement“,85875009,Debridement of wound of skin (procedure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
254,9f6,06-01,06 Therapie,Lokaltherapie,1 „Débridement“,85875009,Debridement of wound of skin (procedure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
254,605,06-01,06 Therapie,Lokaltherapie,1 „Débridement“,312732009,Debridement of leg ulcer (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
255,83f,06-01,06 Therapie,Lokaltherapie,2 „Wundspülung“,225116006,Irrigation of wound (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
255,605,06-01,06 Therapie,Lokaltherapie,2 „Wundspülung“,225150002,Cleaning wound (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
255,9f6,06-01,06 Therapie,Lokaltherapie,2 „Wundspülung“,225116006,Irrigation of wound (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
256,605,06-01,06 Therapie,Lokaltherapie,3 „Wundantiseptik“,261276004,Medicinal product acting as antiseptic agent (product),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
256,9f6,06-01,06 Therapie,Lokaltherapie,3 „Wundantiseptik“,261276004,Medicinal product acting as antiseptic agent (product),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
